N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1814.0,ACE 스마트모멘텀,14310.0,50.0,+0.35%,0.0,14325.0,14330.0,14290.0
1815.0,KODEX TSE일본리츠(H),11885.0,30.0,+0.25%,0.0,11910.0,11910.0,11840.0
1816.0,HANARO Fn친환경에너지,10180.0,50.0,+0.49%,0.0,10130.0,10180.0,10010.0
1817.0,KBSTAR 국채30년레버리지KAP(합성),20300.0,470.0,-2.26%,0.0,20370.0,20440.0,20295.0
1818.0,메리츠 레버리지 미국채10년 ETN(H),7100.0,85.0,-1.18%,0.0,7080.0,7100.0,7070.0
1819.0,동부건설우,31450.0,100.0,+0.32%,5000.0,31400.0,31450.0,30850.0
1820.0,대원전선우,2685.0,90.0,+3.47%,500.0,2595.0,2785.0,2595.0
1821.0,파워 고배당저변동성,29250.0,0.0,0.00%,0.0,29250.0,29310.0,29120.0
1822.0,KBSTAR V&S셀렉트밸류,14010.0,65.0,-0.46%,0.0,14015.0,14015.0,13980.0
1823.0,KODEX MSCI모멘텀,11625.0,85.0,+0.74%,0.0,11585.0,11625.0,11585.0
1824.0,KBSTAR 글로벌농업경제MV,9965.0,75.0,+0.76%,0.0,9915.0,9980.0,9915.0
1825.0,KB KOSDAQ 150 선물 ETN,9945.0,20.0,+0.20%,0.0,9980.0,9980.0,9945.0
1826.0,HANARO KRX기후변화솔루션,12565.0,45.0,+0.36%,0.0,12450.0,12585.0,12415.0
1827.0,KODEX 미국채울트라30년선물인버스(H),9860.0,85.0,+0.87%,0.0,9880.0,9890.0,9855.0
1828.0,신한 인버스 2X 10년 국채선물 ETN,9790.0,0.0,0.00%,0.0,9790.0,9790.0,9790.0
1829.0,KOSEF 차이나A50커넥트인버스MSCI(합성 H),9125.0,95.0,-1.03%,0.0,9125.0,9125.0,9125.0
1830.0,KBSTAR 수출주,11360.0,45.0,+0.40%,0.0,11285.0,11380.0,11285.0
1831.0,WOORI AI ESG액티브,8520.0,25.0,-0.29%,0.0,8480.0,8520.0,8480.0
1832.0,ARIRANG 코스피,27135.0,5.0,-0.02%,0.0,27310.0,27310.0,27040.0
1833.0,대신 천연가스 선물 ETN(H),6780.0,230.0,+3.51%,0.0,6815.0,6820.0,6765.0
1834.0,한양증권우,12860.0,60.0,+0.47%,5000.0,12790.0,12870.0,12640.0
1835.0,ARIRANG KS밸류가중TR,14975.0,40.0,-0.27%,0.0,15050.0,15050.0,14905.0
1836.0,HANARO 원자력iSelect,11220.0,510.0,+4.76%,0.0,10900.0,11250.0,10865.0
1837.0,KB 인버스 2X 은 선물 ETN(H),13455.0,485.0,+3.74%,0.0,13590.0,13700.0,13455.0
1838.0,HANARO 글로벌신재생에너지MSCI(합성),9595.0,25.0,+0.26%,0.0,9570.0,9595.0,9570.0
1839.0,KODEX 경기소비재,9590.0,120.0,-1.24%,0.0,9740.0,9740.0,9570.0
1840.0,KBSTAR 글로벌데이터센터리츠나스닥(합성),10300.0,95.0,-0.91%,0.0,10245.0,10310.0,10235.0
1841.0,노루페인트우,14420.0,140.0,-0.96%,500.0,14560.0,14560.0,14420.0
1842.0,KB 레버리지 KRX 리츠 TOP 10 ETN,6675.0,35.0,+0.53%,0.0,6560.0,6675.0,6560.0
1843.0,HANARO 농업융복합산업,12085.0,15.0,+0.12%,0.0,12070.0,12100.0,11960.0
1844.0,KODEX 국채선물10년인버스,52500.0,270.0,+0.52%,0.0,52460.0,52500.0,52445.0
1845.0,TRUE 인버스 2X HSCEI ETN(H),6595.0,260.0,-3.79%,0.0,6910.0,6995.0,6595.0
1846.0,ACE 미국스팩&IPO INDXX,5495.0,15.0,+0.27%,0.0,5530.0,5530.0,5480.0
1847.0,KBSTAR 5대그룹주,6555.0,115.0,-1.72%,0.0,6610.0,6655.0,6555.0
1848.0,HANARO 고배당,11820.0,50.0,+0.42%,0.0,11780.0,11825.0,11760.0
1849.0,ACE Fn성장소비주도주,6470.0,25.0,-0.38%,0.0,6500.0,6515.0,6425.0
1850.0,ACE 스마트하이베타,12920.0,10.0,+0.08%,0.0,12910.0,12920.0,12910.0
1851.0,SOL KEDI메가테크액티브,12900.0,100.0,+0.78%,0.0,12810.0,12900.0,12730.0
1852.0,깨끗한나라우,17600.0,100.0,-0.56%,1000.0,17700.0,17700.0,17590.0
1853.0,금호건설우,22000.0,0.0,0.00%,5000.0,22450.0,22450.0,21950.0
1854.0,크라운해태홀딩스우,10680.0,180.0,-1.66%,500.0,10800.0,10800.0,10630.0
1855.0,삼성 HSCEI ETN(H),6405.0,0.0,0.00%,0.0,6405.0,6405.0,6405.0
1856.0,ARIRANG 심천차이넥스트(합성),10675.0,75.0,+0.71%,0.0,10545.0,10680.0,10545.0
1857.0,HANARO Fn5G산업,11610.0,20.0,-0.17%,0.0,11690.0,11690.0,11505.0
1858.0,신한 인버스 2X S&P500 선물 ETN,3190.0,30.0,+0.95%,0.0,3175.0,3195.0,3165.0
1859.0,TIGER 200 산업재,6645.0,80.0,+1.22%,0.0,6565.0,6645.0,6530.0
1860.0,TIGER 차이나항셍25,14175.0,430.0,+3.13%,0.0,13745.0,14175.0,13615.0
1861.0,금강공업우,10800.0,40.0,-0.37%,1000.0,11280.0,11280.0,10800.0
1862.0,KOSEF 릭소글로벌디지털경제MSCI,7880.0,130.0,+1.68%,0.0,7810.0,7880.0,7800.0
1863.0,ACE 일본TOPIX인버스(합성 H),3705.0,15.0,-0.40%,0.0,3700.0,3725.0,3700.0
1864.0,KB 인버스 KOSDAQ150 선물 ETN,8990.0,35.0,-0.39%,0.0,9035.0,9115.0,8990.0
1865.0,KODEX 국채선물3년인버스,52270.0,0.0,0.00%,0.0,52270.0,52270.0,52270.0
1866.0,HANARO KRX300,15625.0,45.0,-0.29%,0.0,15600.0,15650.0,15575.0
1867.0,SK네트웍스우,54800.0,1000.0,-1.79%,2500.0,52700.0,55600.0,52700.0
1868.0,TIGER 모멘텀,23925.0,110.0,+0.46%,0.0,23845.0,23980.0,23840.0
1869.0,하이트진로홀딩스우,13170.0,20.0,+0.15%,5000.0,13230.0,13230.0,13150.0
1870.0,히어로즈 글로벌리츠이지스액티브,8820.0,5.0,-0.06%,0.0,8820.0,8820.0,8770.0
1871.0,대신 인버스 철광석 선물 ETN(H) B,6170.0,40.0,+0.65%,0.0,6215.0,6305.0,6170.0
1872.0,ARIRANG KS로우볼가중TR,12305.0,30.0,-0.24%,0.0,12410.0,12410.0,12235.0
1873.0,ARIRANG KS모멘텀가중TR,13670.0,100.0,+0.74%,0.0,13635.0,13675.0,13590.0
1874.0,현대비앤지스틸우,56000.0,800.0,-1.41%,5000.0,61000.0,61000.0,55800.0
1875.0,ARIRANG K-유니콘투자기업액티브,10245.0,30.0,+0.29%,0.0,10355.0,10355.0,10165.0
1876.0,ARIRANG 글로벌MSCI(합성 H),15600.0,125.0,+0.81%,0.0,15570.0,15600.0,15570.0
1877.0,KODEX 차이나메타버스액티브,10110.0,145.0,+1.46%,0.0,10160.0,10160.0,10065.0
1878.0,TIGER 200커버드콜5%OTM,12075.0,10.0,+0.08%,0.0,12000.0,12075.0,12000.0
1879.0,KB KOSPI 200 선물 ETN,8615.0,60.0,-0.69%,0.0,8670.0,8670.0,8615.0
1880.0,KBSTAR 200고배당커버드콜ATM,7530.0,15.0,+0.20%,0.0,7540.0,7540.0,7500.0
1881.0,미래에셋 S&P 2X 천연가스 선물 ETN(H),1330.0,155.0,+13.19%,0.0,1325.0,1335.0,1320.0
1882.0,TIGER 200 경기소비재,15745.0,135.0,-0.85%,0.0,15880.0,15880.0,15740.0
1883.0,WOORI 200,33845.0,25.0,-0.07%,0.0,33770.0,33845.0,33700.0
1884.0,KOSEF SK그룹대표주,10740.0,70.0,-0.65%,0.0,10720.0,10775.0,10690.0
1885.0,계양전기우,5050.0,20.0,-0.39%,500.0,5050.0,5060.0,5010.0
1886.0,KBSTAR 헬스케어,11800.0,190.0,-1.58%,0.0,12065.0,12065.0,11750.0
1887.0,ARIRANG 신흥국MSCI인버스(합성 H),11315.0,0.0,0.00%,0.0,11315.0,11315.0,11315.0
1888.0,KODEX K-이노베이션액티브,10610.0,30.0,-0.28%,0.0,10585.0,10635.0,10555.0
1889.0,ACE 싱가포르리츠채권혼합모닝스타,9715.0,70.0,+0.73%,0.0,9720.0,9720.0,9715.0
1890.0,MASTER 테크미디어텔레콤액티브,8265.0,10.0,-0.12%,0.0,8240.0,8265.0,8185.0
1891.0,KBSTAR 중소형고배당,11485.0,125.0,+1.10%,0.0,11405.0,11505.0,11390.0
1892.0,메리츠 천연가스 선물 ETN(H),2870.0,175.0,+6.49%,0.0,2865.0,2880.0,2855.0
1893.0,삼성 항셍테크 ETN(H),5665.0,5.0,-0.09%,0.0,5655.0,5665.0,5655.0
1894.0,SOL 한국형글로벌플랫폼&메타버스액티브,10090.0,75.0,+0.75%,0.0,10065.0,10090.0,10025.0
1895.0,ARIRANG 단기채권액티브,108555.0,30.0,-0.03%,0.0,108560.0,108565.0,108555.0
1896.0,TIGER 라틴35,4000.0,5.0,+0.13%,0.0,3995.0,4030.0,3985.0
1897.0,ARIRANG KS퀄리티가중TR,13710.0,55.0,-0.40%,0.0,13835.0,13835.0,13650.0
1898.0,HK 베스트일레븐액티브,7820.0,0.0,0.00%,0.0,7820.0,7820.0,7820.0
1899.0,HANARO 글로벌백신치료제MSCI,10935.0,105.0,+0.97%,0.0,10980.0,11035.0,10935.0
1900.0,HK S&P코리아로우볼,12130.0,0.0,0.00%,0.0,12130.0,12130.0,12130.0
1901.0,KBSTAR 우량업종,10850.0,20.0,-0.18%,0.0,10870.0,10870.0,10825.0
1902.0,ARIRANG 스마트베타Quality채권혼합,10820.0,5.0,-0.05%,0.0,10820.0,10820.0,10790.0
1903.0,노루홀딩스우,22200.0,150.0,-0.67%,500.0,22150.0,22350.0,22150.0
1904.0,ACE 필리핀MSCI(합성),13310.0,0.0,0.00%,0.0,13310.0,13375.0,13310.0
1905.0,ACE 국채선물10년인버스,106400.0,0.0,0.00%,0.0,106400.0,106400.0,106400.0
1906.0,ACE 주주환원가치주액티브,10575.0,75.0,+0.71%,0.0,10610.0,10610.0,10500.0
1907.0,KBSTAR 200IT,13915.0,200.0,-1.42%,0.0,13930.0,13940.0,13900.0
1908.0,ACE 국채선물3년인버스,104985.0,0.0,0.00%,0.0,104985.0,104985.0,104985.0
1909.0,TIGER 200에너지화학레버리지,12990.0,10.0,+0.08%,0.0,13225.0,13225.0,12810.0
1910.0,KBSTAR TDF2050액티브,10360.0,15.0,+0.14%,0.0,10345.0,10410.0,10325.0
1911.0,KBSTAR TDF2040액티브,10355.0,5.0,+0.05%,0.0,10325.0,10395.0,10325.0
1912.0,TIGER 코스피대형주,12940.0,35.0,+0.27%,0.0,13055.0,13055.0,12870.0
1913.0,WOORI 미국S&P우주항공&디펜스,10320.0,125.0,-1.20%,0.0,10445.0,10445.0,10205.0
1914.0,KBSTAR TDF2030액티브,10315.0,10.0,-0.10%,0.0,10305.0,10370.0,10300.0
1915.0,KOSEF 미국ETF산업STOXX,10210.0,110.0,+1.09%,0.0,10400.0,10400.0,9870.0
1916.0,TIGER 증권,3920.0,40.0,-1.01%,0.0,3940.0,3940.0,3900.0
1917.0,성문전자우,8460.0,10.0,-0.12%,500.0,8470.0,8470.0,8300.0
1918.0,ACE Fn5G플러스,7220.0,20.0,-0.28%,0.0,7200.0,7220.0,7135.0
1919.0,TRUE 인버스 나스닥 100 ETN,5030.0,45.0,+0.90%,0.0,5010.0,5045.0,4990.0
1920.0,WOORI 미국S&P500,10045.0,155.0,+1.57%,0.0,10095.0,10095.0,9935.0
1921.0,KBSTAR 200철강소재,9650.0,235.0,+2.50%,0.0,9475.0,9750.0,9475.0
1922.0,KODEX MSCI퀄리티,8355.0,0.0,0.00%,0.0,8355.0,8355.0,8355.0
1923.0,ARIRANG 200동일가중,10010.0,25.0,+0.25%,0.0,10065.0,10065.0,9955.0
1924.0,서울식품우,2250.0,0.0,0.00%,100.0,2215.0,2250.0,2210.0
1925.0,CJ씨푸드1우,24950.0,150.0,+0.60%,500.0,24550.0,25000.0,24550.0
1926.0,KBSTAR Fn K-뉴딜디지털플러스,9940.0,45.0,+0.45%,0.0,9870.0,9940.0,9855.0
1927.0,미래에셋 인버스 전기전자 Core5 ETN,2475.0,90.0,-3.51%,0.0,2540.0,2540.0,2475.0
1928.0,TIGER 지주회사,9890.0,75.0,-0.75%,0.0,9925.0,9925.0,9845.0
1929.0,TIGER 200커뮤니케이션서비스,18950.0,120.0,-0.63%,0.0,18955.0,18955.0,18815.0
1930.0,KBSTAR Fn창업투자회사,6885.0,80.0,-1.15%,0.0,6855.0,6900.0,6835.0
1931.0,ACE 차이나항셍테크,5985.0,160.0,+2.75%,0.0,5825.0,5985.0,5810.0
1932.0,HANARO 200선물인버스,10535.0,5.0,+0.05%,0.0,10565.0,10585.0,10535.0
1933.0,유유제약2우B,14540.0,0.0,0.00%,1000.0,14540.0,14540.0,14430.0
1934.0,SOL 차이나강소기업CSI500(합성 H),5235.0,45.0,+0.87%,0.0,5255.0,5255.0,5190.0
1935.0,KODEX MSCI EM선물(H),7835.0,120.0,-1.51%,0.0,7905.0,7905.0,7835.0
1936.0,HANARO 미국메타버스iSelect,9390.0,125.0,+1.35%,0.0,9355.0,9405.0,9355.0
1937.0,히어로즈 리츠이지스액티브,7180.0,25.0,+0.35%,0.0,7240.0,7240.0,7150.0
1938.0,HANARO Fn골프테마,6630.0,45.0,+0.68%,0.0,6560.0,6630.0,6530.0
1939.0,신한 인버스 2X 금 선물 ETN,4635.0,180.0,+4.04%,0.0,4645.0,4710.0,4625.0
1940.0,진흥기업우B,5380.0,20.0,+0.37%,500.0,5310.0,5400.0,5310.0
1941.0,KODEX 멀티에셋하이인컴(H),9180.0,35.0,-0.38%,0.0,9180.0,9180.0,9095.0
1942.0,ARIRANG 글로벌D램반도체iSelect,11460.0,15.0,-0.13%,0.0,11360.0,11460.0,11360.0
1943.0,흥국화재우,5970.0,50.0,+0.84%,5000.0,5970.0,5970.0,5920.0
1944.0,MASTER 스마트커머스액티브,7570.0,55.0,-0.72%,0.0,7625.0,7625.0,7570.0
1945.0,KBSTAR 팔라듐선물(H),8180.0,60.0,-0.73%,0.0,8185.0,8205.0,8095.0
1946.0,HK 하이볼액티브,8165.0,0.0,0.00%,0.0,8165.0,8165.0,8165.0
1947.0,ARIRANG K리츠Fn,7435.0,15.0,+0.20%,0.0,7455.0,7460.0,7395.0
1948.0,ARIRANG 코스피중형주,11145.0,65.0,+0.59%,0.0,11170.0,11170.0,11050.0
1949.0,KBSTAR 200중공업,10085.0,200.0,+2.02%,0.0,9980.0,10155.0,9980.0
1950.0,마이티 200커버드콜ATM레버리지,7300.0,0.0,0.00%,0.0,7300.0,7300.0,7300.0
1951.0,KOSEF 200선물인버스,5900.0,10.0,-0.17%,0.0,5925.0,5930.0,5895.0
1952.0,KODEX 퀄리티Plus,8525.0,30.0,-0.35%,0.0,8525.0,8525.0,8525.0
1953.0,QV 인버스 레버리지 S&P500 ETN,2090.0,20.0,+0.97%,0.0,2100.0,2100.0,2070.0
1954.0,KOSEF 코스닥150선물인버스,7040.0,10.0,-0.14%,0.0,7055.0,7130.0,7030.0
1955.0,TIGER 200 생활소비재,8640.0,30.0,-0.35%,0.0,8630.0,8670.0,8625.0
1956.0,동양2우B,13210.0,60.0,-0.45%,500.0,13490.0,13490.0,13210.0
1957.0,KBSTAR 코스닥150선물인버스,4065.0,5.0,-0.12%,0.0,4070.0,4115.0,4055.0
1958.0,동양우,6510.0,10.0,+0.15%,500.0,6500.0,6530.0,6500.0
1959.0,ARIRANG 코스닥150선물인버스,6145.0,15.0,+0.24%,0.0,6145.0,6210.0,6100.0
1960.0,진흥기업2우B,13540.0,50.0,-0.37%,500.0,13460.0,13580.0,13450.0
1961.0,하나 블룸버그 2X 천연가스 선물 ETN(H),1325.0,150.0,+12.77%,0.0,1330.0,1335.0,1295.0
1962.0,ARIRANG 글로벌수소&차세대연료전지MV,7210.0,50.0,+0.70%,0.0,7145.0,7250.0,7130.0
1963.0,TRUE 레버리지 HSCEI ETN(H),3955.0,135.0,+3.53%,0.0,3745.0,3955.0,3745.0
1964.0,미래에셋 인버스 원유선물혼합 ETN(H),3905.0,0.0,0.00%,0.0,3905.0,3915.0,3890.0
1965.0,HANARO 코스닥150선물레버리지,11465.0,15.0,+0.13%,0.0,11450.0,11470.0,11160.0
1966.0,KBSTAR Fn플랫폼테마,7320.0,50.0,-0.68%,0.0,7295.0,7320.0,7215.0
1967.0,TIGER 금속선물(H),6330.0,70.0,+1.12%,0.0,6280.0,6350.0,6280.0
1968.0,ARIRANG 글로벌희토류전략자원기업MV,8275.0,115.0,+1.41%,0.0,8180.0,8285.0,8145.0
1969.0,대신 S&P 2X 천연가스 선물 ETN,1220.0,150.0,+14.02%,0.0,1195.0,1220.0,1150.0
1970.0,TIGER 방송통신,7760.0,15.0,-0.19%,0.0,7780.0,7780.0,7735.0
1971.0,ARIRANG 코스닥150,14010.0,60.0,+0.43%,0.0,13950.0,14010.0,13820.0
1972.0,삼성 레버리지 HSCEI ETN(H),3460.0,145.0,+4.37%,0.0,3280.0,3460.0,3280.0
1973.0,ACE 인버스,5630.0,0.0,0.00%,0.0,5640.0,5665.0,5630.0
1974.0,TIGER KRX BBIG K-뉴딜레버리지,3365.0,0.0,0.00%,0.0,3390.0,3410.0,3275.0
1975.0,KODEX 골드선물인버스(H),6620.0,20.0,+0.30%,0.0,6630.0,6640.0,6595.0
1976.0,ARIRANG 주도업종,9380.0,35.0,+0.37%,0.0,9430.0,9430.0,9310.0
1977.0,KBSTAR 200금융,8015.0,40.0,-0.50%,0.0,8065.0,8075.0,8010.0
1978.0,KBSTAR 200경기소비재,9900.0,110.0,-1.10%,0.0,9935.0,9935.0,9885.0
1979.0,KBSTAR 글로벌원자력iSelect,9905.0,185.0,+1.90%,0.0,9820.0,9910.0,9815.0
1980.0,ARIRANG 글로벌인공지능산업MV,9545.0,45.0,+0.47%,0.0,9500.0,9560.0,9500.0
1981.0,흥국화재2우B,18570.0,30.0,-0.16%,5000.0,18500.0,18720.0,18400.0
1982.0,KBSTAR 미국장기국채선물인버스(H),9500.0,40.0,-0.42%,0.0,9510.0,9510.0,9485.0
1983.0,ARIRANG 중형주저변동50,10975.0,15.0,-0.14%,0.0,11040.0,11040.0,10900.0
1984.0,메리츠 블룸버그 2X 천연가스 선물 ETN(H),1335.0,160.0,+13.62%,0.0,1330.0,1340.0,1320.0
1985.0,ARIRANG 국채선물3년,53195.0,30.0,-0.06%,0.0,53245.0,53245.0,53195.0
1986.0,KBSTAR 미국장기국채선물인버스2X(합성 H),8485.0,135.0,+1.62%,0.0,8400.0,8495.0,8400.0
1987.0,KB 레버리지 KRX BBIG K-뉴딜 ETN,2470.0,10.0,+0.41%,0.0,2460.0,2490.0,2440.0
1988.0,KBSTAR 팔라듐선물인버스(H),4815.0,35.0,+0.73%,0.0,4935.0,4935.0,4815.0
1989.0,신한 인버스 브렌트원유 선물 ETN(H),2390.0,10.0,-0.42%,0.0,2400.0,2400.0,2390.0
1990.0,KBSTAR 차이나H선물인버스(H),11870.0,120.0,-1.00%,0.0,12080.0,12080.0,11870.0
1991.0,ARIRANG KRX300헬스케어,9010.0,130.0,-1.42%,0.0,9145.0,9145.0,8965.0
1992.0,ARIRANG ESG우수기업,9200.0,10.0,-0.11%,0.0,9265.0,9265.0,9170.0
1993.0,ARIRANG TDF2060액티브,10595.0,30.0,+0.28%,0.0,10525.0,10595.0,10525.0
1994.0,KBSTAR 200건설,13890.0,560.0,+4.20%,0.0,13330.0,13895.0,13330.0
1995.0,ARIRANG TDF2040액티브,10480.0,65.0,+0.62%,0.0,10630.0,10630.0,10420.0
1996.0,ARIRANG 미국대체투자Top10MV,10970.0,160.0,+1.48%,0.0,10905.0,10980.0,10905.0
1997.0,ARIRANG 탄소효율그린뉴딜,8510.0,30.0,-0.35%,0.0,8545.0,8545.0,8500.0
1998.0,KBSTAR 모멘텀로우볼,14075.0,40.0,-0.28%,0.0,14070.0,14095.0,14060.0
1999.0,ARIRANG TDF2030액티브,10400.0,10.0,+0.10%,0.0,10385.0,10410.0,10360.0
2000.0,KBSTAR 모멘텀밸류,13695.0,25.0,-0.18%,0.0,13725.0,13790.0,13675.0
2001.0,QV 블룸버그 2X 천연가스 선물 ETN(H),1335.0,150.0,+12.66%,0.0,1300.0,1340.0,1285.0
2002.0,ARIRANG TDF2050액티브,10475.0,5.0,-0.05%,0.0,10485.0,10485.0,10435.0
2003.0,KBSTAR 200생활소비재,6540.0,20.0,-0.30%,0.0,6600.0,6600.0,6515.0
2004.0,KBSTAR 200커뮤니케이션서비스,11785.0,80.0,-0.67%,0.0,11880.0,11880.0,11715.0
2005.0,KBSTAR 200산업재,12335.0,110.0,+0.90%,0.0,12200.0,12360.0,12200.0
