N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1564.0,DB하이텍1우,99500.0,1100.0,+1.12%,5000.0,97600.0,99500.0,97200.0
1565.0,넥센우,3100.0,10.0,+0.32%,500.0,3100.0,3105.0,3100.0
1566.0,ARIRANG 우량회사채50 1년,111600.0,45.0,-0.04%,0.0,111635.0,111635.0,111590.0
1567.0,TRUE 유로스탁스50 양매도 5% OTM ETN(H),11140.0,35.0,-0.31%,0.0,11130.0,11140.0,11125.0
1568.0,KODEX 미국클린에너지나스닥,8560.0,25.0,+0.29%,0.0,8540.0,8560.0,8485.0
1569.0,TRUE 인버스 은 선물 ETN,11125.0,305.0,+2.82%,0.0,11125.0,11140.0,11125.0
1570.0,KB 인버스 2X 항셍테크 선물 ETN,11095.0,335.0,-2.93%,0.0,11435.0,11760.0,11095.0
1571.0,메리츠 레버리지 국채5년 ETN,11090.0,60.0,-0.54%,0.0,11090.0,11090.0,11090.0
1572.0,신한 인버스 2X 미국달러 선물 ETN,5545.0,105.0,-1.86%,0.0,5645.0,5645.0,5520.0
1573.0,TIGER 한중전기차(합성),11615.0,215.0,+1.89%,0.0,11510.0,11615.0,11350.0
1574.0,삼성 금 선물 ETN(H),10995.0,170.0,-1.52%,0.0,10940.0,10995.0,10940.0
1575.0,KODEX KTOP30,18320.0,145.0,-0.79%,0.0,18355.0,18405.0,18300.0
1576.0,TIGER 일본TOPIX(합성 H),17160.0,160.0,+0.94%,0.0,17100.0,17160.0,16975.0
1577.0,성신양회우,14880.0,110.0,-0.73%,5000.0,15030.0,15200.0,14550.0
1578.0,미래에셋 인도네시아 Top5 ETN,10935.0,5.0,-0.05%,0.0,11040.0,11070.0,10935.0
1579.0,ACE 원자력테마딥서치,12145.0,485.0,+4.16%,0.0,11860.0,12220.0,11830.0
1580.0,KODEX 200동일가중,10920.0,15.0,+0.14%,0.0,10905.0,10940.0,10905.0
1581.0,KODEX 미국나스닥100선물인버스(H),11495.0,0.0,0.00%,0.0,11485.0,11505.0,11485.0
1582.0,메리츠 금 선물 ETN(H),10895.0,220.0,-1.98%,0.0,10905.0,10910.0,10895.0
1583.0,메리츠 인버스 2X 국채10년 ETN,10845.0,80.0,+0.74%,0.0,10845.0,10845.0,10845.0
1584.0,TRUE 레버리지 베트남 VN30 선물 ETN(H),10840.0,125.0,-1.14%,0.0,10850.0,10860.0,10725.0
1585.0,KB KRX ESG Eco ETN,10800.0,45.0,-0.41%,0.0,10855.0,10855.0,10800.0
1586.0,QV US 500 월간레버리지 ETN(H),21580.0,0.0,0.00%,0.0,21580.0,21580.0,21580.0
1587.0,TRUE 인버스 HSCEI ETN(H) B,10760.0,185.0,-1.69%,0.0,11040.0,11040.0,10760.0
1588.0,신한 인버스 구리 선물 ETN(H),5380.0,45.0,+0.84%,0.0,5395.0,5410.0,5380.0
1589.0,KBSTAR 국채선물5년추종,48460.0,230.0,-0.47%,0.0,48510.0,48510.0,48460.0
1590.0,TRUE 인버스 금 선물 ETN,10755.0,255.0,+2.43%,0.0,10755.0,10755.0,10755.0
1591.0,TRUE 은 선물 ETN,10720.0,210.0,-1.92%,0.0,10720.0,10720.0,10720.0
1592.0,TRUE FnGuide IoT ETN,10720.0,125.0,-1.15%,0.0,10745.0,10745.0,10720.0
1593.0,KTOP 코스피50,23775.0,75.0,-0.31%,0.0,23735.0,23820.0,23715.0
1594.0,삼양사우,28850.0,200.0,-0.69%,5000.0,29050.0,29050.0,28800.0
1595.0,KODEX 미국S&P500헬스케어,10665.0,30.0,+0.28%,0.0,10635.0,10695.0,10620.0
1596.0,메리츠 국채5년 ETN,10660.0,0.0,0.00%,0.0,10660.0,10660.0,10660.0
1597.0,신한 인버스 Russell 2000 ETN,10645.0,135.0,+1.28%,0.0,10605.0,10645.0,10605.0
1598.0,TRUE 구리 선물 ETN,10630.0,20.0,-0.19%,0.0,10630.0,10630.0,10630.0
1599.0,KODEX 미국S&P500금융,10620.0,165.0,+1.58%,0.0,10490.0,10680.0,10490.0
1600.0,메리츠 인버스 국채10년 ETN,10615.0,40.0,+0.38%,0.0,10615.0,10615.0,10615.0
1601.0,메리츠 레버리지 국채3년 ETN,10570.0,30.0,-0.28%,0.0,10570.0,10570.0,10570.0
1602.0,SK증권우,2700.0,55.0,-2.00%,500.0,2755.0,2760.0,2700.0
1603.0,JW중외제약우,31500.0,50.0,+0.16%,2500.0,31650.0,31650.0,31000.0
1604.0,KBSTAR KRX300,16240.0,60.0,-0.37%,0.0,16220.0,16290.0,16210.0
1605.0,KOSEF 물가채KIS,105440.0,220.0,-0.21%,0.0,105550.0,105555.0,105440.0
1606.0,QV iSelect-WG 그린에너지 ESG ETN,10540.0,0.0,0.00%,0.0,10540.0,10540.0,10540.0
1607.0,KODEX 미국S&P500경기소비재,10465.0,220.0,+2.15%,0.0,10330.0,10465.0,10330.0
1608.0,KODEX 미국S&P500필수소비재,10450.0,65.0,+0.63%,0.0,10450.0,10480.0,10395.0
1609.0,QV S&P500 버퍼10% 3월 ETN(H),10445.0,0.0,0.00%,0.0,10445.0,10445.0,10445.0
1610.0,메리츠 은 선물 ETN(H),10440.0,0.0,0.00%,0.0,10440.0,10440.0,10440.0
1611.0,KBSTAR 미국고정배당우선증권ICE TR,9905.0,50.0,+0.51%,0.0,9855.0,9970.0,9780.0
1612.0,QV S&P500 버퍼10% 6월 ETN(H),10385.0,0.0,0.00%,0.0,10385.0,10385.0,10385.0
1613.0,메리츠 국채3년 ETN,10385.0,0.0,0.00%,0.0,10385.0,10385.0,10385.0
1614.0,메리츠 3X 레버리지 국채5년 ETN,20680.0,140.0,-0.67%,0.0,20680.0,20680.0,20680.0
1615.0,ACE 싱가포르리츠,12905.0,50.0,-0.39%,0.0,12865.0,12975.0,12750.0
1616.0,삼성 인버스 2X 은 선물 ETN(H),1030.0,40.0,+4.04%,0.0,1035.0,1050.0,1030.0
1617.0,대신 2X 철광석 선물 ETN(H),10300.0,245.0,-2.32%,0.0,10255.0,10300.0,10195.0
1618.0,QV S&P500 버퍼10% 12월 ETN(H),10280.0,0.0,0.00%,0.0,10280.0,10280.0,10280.0
1619.0,메리츠 3X 레버리지 국채3년 ETN,20555.0,65.0,-0.32%,0.0,20555.0,20555.0,20555.0
1620.0,하나 iSelect-WG 탄소중립 ESG ETN,10245.0,0.0,0.00%,0.0,10245.0,10245.0,10245.0
1621.0,메리츠 3X 레버리지 국채10년 ETN,20465.0,290.0,-1.40%,0.0,20530.0,20610.0,20440.0
1622.0,TIGER 한중반도체(합성),12010.0,75.0,-0.62%,0.0,12100.0,12100.0,11960.0
1623.0,미래에셋 인도네시아 금속&에너지 Top5 ETN,10175.0,15.0,+0.15%,0.0,10335.0,10350.0,10170.0
1624.0,KODEX 일본TOPIX100,16950.0,125.0,+0.74%,0.0,16790.0,16950.0,16790.0
1625.0,SOL 24-06 국고채액티브,101655.0,125.0,-0.12%,0.0,101690.0,101690.0,101640.0
1626.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,10145.0,565.0,+5.90%,0.0,9650.0,10145.0,9620.0
1627.0,삼성 은 선물 ETN(H),10135.0,280.0,-2.69%,0.0,10165.0,10165.0,10135.0
1628.0,HANARO 탄소효율그린뉴딜,8425.0,5.0,-0.06%,0.0,8385.0,8425.0,8365.0
1629.0,에셋플러스 글로벌대장장이액티브,10755.0,75.0,+0.70%,0.0,10700.0,10765.0,10700.0
1630.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,10105.0,675.0,+7.16%,0.0,9500.0,10120.0,9500.0
1631.0,TIGER 글로벌사이버보안INDXX,9350.0,60.0,+0.65%,0.0,9270.0,9415.0,9250.0
1632.0,대신 S&P500 VIX S/T 선물 ETN,10090.0,135.0,-1.32%,0.0,10225.0,10225.0,10030.0
1633.0,SOL 유럽탄소배출권선물S&P(H),14350.0,45.0,-0.31%,0.0,14370.0,14370.0,14300.0
1634.0,ARIRANG 200선물인버스2X,5280.0,20.0,+0.38%,0.0,5310.0,5315.0,5260.0
1635.0,마이다스 KoreaStock액티브,19080.0,45.0,+0.24%,0.0,19195.0,19195.0,19035.0
1636.0,메리츠 인버스 구리 선물 ETN(H),9950.0,0.0,0.00%,0.0,9950.0,9950.0,9950.0
1637.0,삼성 인버스 구리 선물 ETN(H),9910.0,0.0,0.00%,0.0,9910.0,9910.0,9910.0
1638.0,KOSEF 미국달러선물인버스,9050.0,70.0,-0.77%,0.0,9090.0,9090.0,9025.0
1639.0,TRUE 플래티넘 선물 ETN,9860.0,10.0,+0.10%,0.0,9785.0,9860.0,9780.0
1640.0,메리츠 인버스 3X 국채3년 ETN,19700.0,75.0,+0.38%,0.0,19700.0,19700.0,19700.0
1641.0,TIGER 유로스탁스레버리지(합성 H),9835.0,35.0,+0.36%,0.0,9800.0,9865.0,9800.0
1642.0,KODEX 혁신기술테마액티브,12260.0,15.0,+0.12%,0.0,12245.0,12260.0,12185.0
1643.0,TRUE 블룸버그 인도네시아 대표원자재 ETN,9800.0,55.0,-0.56%,0.0,9975.0,9975.0,9800.0
1644.0,KOSEF 국고채10년레버리지,108785.0,1120.0,-1.02%,0.0,108750.0,109220.0,108570.0
1645.0,메리츠 인버스 3X 국채5년 ETN,19515.0,170.0,+0.88%,0.0,19515.0,19515.0,19515.0
1646.0,KODEX MSCI Korea,16225.0,75.0,-0.46%,0.0,16235.0,16250.0,16225.0
1647.0,TRUE 인버스 2X S&P500 선물 ETN(H),1945.0,0.0,0.00%,0.0,1945.0,1945.0,1940.0
1648.0,하나 코스닥150 선물 ETN,9695.0,120.0,-1.22%,0.0,9715.0,9715.0,9695.0
1649.0,삼성 블룸버그 WTI원유 선물 ETN,9670.0,90.0,+0.94%,0.0,9605.0,9670.0,9605.0
1650.0,KODEX TDF2030액티브,10745.0,5.0,+0.05%,0.0,10735.0,10760.0,10710.0
1651.0,KOSEF KRX100,5370.0,0.0,0.00%,0.0,5360.0,5370.0,5345.0
1652.0,TIGER 200커버드콜ATM,8780.0,10.0,+0.11%,0.0,8780.0,8780.0,8720.0
1653.0,메리츠 인버스 국채5년 ETN,9655.0,20.0,+0.21%,0.0,9655.0,9655.0,9655.0
1654.0,메리츠 인버스 3X 국채10년 ETN,19285.0,95.0,+0.50%,0.0,19200.0,19285.0,19180.0
1655.0,TRUE 블룸버그 WTI원유 선물 ETN,9630.0,30.0,+0.31%,0.0,9655.0,9655.0,9630.0
1656.0,메리츠 인버스 2X 국채3년 ETN,9625.0,0.0,0.00%,0.0,9625.0,9625.0,9625.0
1657.0,삼성 인버스 나스닥 100 ETN(H),9615.0,5.0,-0.05%,0.0,9625.0,9625.0,9610.0
1658.0,TRUE 코스닥 150 ETN,9605.0,30.0,+0.31%,0.0,9625.0,9625.0,9605.0
1659.0,삼성 구리 선물 ETN(H),9595.0,0.0,0.00%,0.0,9595.0,9595.0,9595.0
1660.0,KB 인버스 2X S&P 500 선물 ETN,9595.0,80.0,+0.84%,0.0,9575.0,9605.0,9520.0
1661.0,ARIRANG KRX300,15990.0,0.0,0.00%,0.0,16075.0,16075.0,15935.0
1662.0,메리츠 구리 선물 ETN(H),9575.0,0.0,0.00%,0.0,9575.0,9575.0,9575.0
1663.0,ACE 미국IT인터넷S&P(합성 H),11950.0,60.0,+0.50%,0.0,11890.0,11960.0,11825.0
1664.0,삼성 인버스 China A50 선물 ETN(H),9535.0,140.0,-1.45%,0.0,9695.0,9705.0,9535.0
1665.0,하나 인버스 2X 콩 선물 ETN(H),9510.0,60.0,-0.63%,0.0,11720.0,11720.0,9510.0
1666.0,KBSTAR KRX300레버리지,13400.0,45.0,-0.33%,0.0,13305.0,13450.0,13295.0
1667.0,삼성 나스닥 100 ETN(H),9325.0,5.0,-0.05%,0.0,9340.0,9340.0,9325.0
1668.0,신한 레버리지 Russell 2000 ETN,9315.0,20.0,+0.22%,0.0,9265.0,9330.0,9265.0
1669.0,TRUE 인버스 유로스탁스50 ETN(H) C,9300.0,40.0,-0.43%,0.0,9325.0,9325.0,9280.0
1670.0,SOL 차이나태양광CSI(합성),7750.0,150.0,+1.97%,0.0,7585.0,7750.0,7580.0
1671.0,ACE 레버리지,6640.0,20.0,+0.30%,0.0,6615.0,6655.0,6570.0
1672.0,KODEX Fn웹툰&드라마,5155.0,70.0,-1.34%,0.0,5300.0,5300.0,5145.0
1673.0,삼성 인버스 금 선물 ETN(H),9190.0,160.0,+1.77%,0.0,9230.0,9230.0,9190.0
1674.0,메리츠 인버스 2X 국채5년 ETN,9175.0,50.0,+0.55%,0.0,9175.0,9175.0,9175.0
1675.0,TREX 펀더멘탈 200,36695.0,25.0,+0.07%,0.0,36630.0,36695.0,36585.0
1676.0,ARIRANG 고배당저변동50,11450.0,0.0,0.00%,0.0,11400.0,11500.0,11390.0
1677.0,ARIRANG 200선물레버리지,30400.0,30.0,+0.10%,0.0,30120.0,30400.0,30110.0
1678.0,TIGER 로우볼,11680.0,70.0,-0.60%,0.0,11760.0,11765.0,11680.0
1679.0,FOCUS 혁신기업액티브,8265.0,0.0,0.00%,0.0,8265.0,8265.0,8265.0
1680.0,KODEX 미국스마트모빌리티S&P,5670.0,20.0,+0.35%,0.0,5640.0,5685.0,5630.0
1681.0,하나 인버스 2X 코스닥150 선물 ETN,9065.0,25.0,-0.28%,0.0,8725.0,9255.0,8725.0
1682.0,동원시스템즈우,34300.0,2200.0,+6.85%,5000.0,32300.0,35800.0,32300.0
1683.0,대신 인버스 2X 코스닥 150 선물 ETN,9050.0,15.0,-0.17%,0.0,8855.0,9285.0,8855.0
1684.0,메리츠 레버리지 국채10년 ETN,9040.0,105.0,-1.15%,0.0,9050.0,9050.0,9040.0
1685.0,KODEX 미국S&P바이오(합성),22255.0,195.0,-0.87%,0.0,22060.0,22310.0,22060.0
1686.0,삼성 인버스 은 선물 ETN(H),9005.0,230.0,+2.62%,0.0,8960.0,9005.0,8960.0
1687.0,TIGER 미국나스닥넥스트100,10525.0,85.0,+0.81%,0.0,10470.0,10525.0,10470.0
1688.0,삼성 인버스 코스닥 150 선물 ETN,8945.0,20.0,-0.22%,0.0,8975.0,9060.0,8945.0
1689.0,하나 인버스 코스닥150 선물 ETN,8945.0,25.0,+0.28%,0.0,9060.0,9060.0,8945.0
1690.0,삼성 FnGuide 웹 3.0 ETN,8940.0,15.0,+0.17%,0.0,8965.0,8965.0,8940.0
1691.0,ACE 미국달러단기채권액티브,9910.0,80.0,+0.81%,0.0,9870.0,9935.0,9870.0
1692.0,KB 레버리지 은 선물 ETN(H),17665.0,605.0,-3.31%,0.0,17535.0,17665.0,17360.0
1693.0,메리츠 인버스 은 선물 ETN(H),8810.0,0.0,0.00%,0.0,8810.0,8810.0,8810.0
1694.0,TIGER S&P글로벌인프라(합성),12580.0,40.0,+0.32%,0.0,12520.0,12580.0,12505.0
1695.0,메리츠 CSI 300 ETN,8805.0,100.0,+1.15%,0.0,8805.0,8805.0,8805.0
1696.0,신한 인버스 달러인덱스 선물 ETN(H),8805.0,30.0,-0.34%,0.0,8820.0,8820.0,8805.0
1697.0,메리츠 미국채30년 ETN(H),8800.0,90.0,-1.01%,0.0,8780.0,8800.0,8770.0
1698.0,KB 인버스 2X 구리 선물 ETN(H),17575.0,305.0,+1.77%,0.0,17780.0,17790.0,17575.0
1699.0,KBSTAR KQ고배당,13510.0,70.0,+0.52%,0.0,13385.0,13510.0,13365.0
1700.0,KOSEF 미국나스닥100(H),10965.0,65.0,-0.59%,0.0,11360.0,11360.0,10965.0
1701.0,ACE 중장기국공채액티브,98510.0,165.0,-0.17%,0.0,98515.0,98535.0,98455.0
1702.0,메리츠 인버스 3X 국채30년 ETN,43820.0,1370.0,+3.23%,0.0,43740.0,43820.0,43410.0
1703.0,KBSTAR 미국빅데이터Top3채권혼합iSelect,10930.0,0.0,0.00%,0.0,10970.0,10970.0,10815.0
1704.0,KODEX Fn멀티팩터,12490.0,10.0,-0.08%,0.0,12475.0,12490.0,12475.0
1705.0,TIMEFOLIO K컬처액티브,7940.0,30.0,+0.38%,0.0,8005.0,8005.0,7895.0
1706.0,KODEX 200 중소형,12445.0,175.0,+1.43%,0.0,12365.0,12445.0,12355.0
1707.0,ACE 글로벌브랜드TOP10블룸버그,11575.0,120.0,+1.05%,0.0,11510.0,11600.0,11460.0
1708.0,KOSEF Fn중소형,21695.0,320.0,+1.50%,0.0,21405.0,21695.0,21405.0
1709.0,KODEX 콩선물(H),14460.0,45.0,-0.31%,0.0,14535.0,14535.0,14460.0
1710.0,TREX 200,34650.0,130.0,-0.37%,0.0,34590.0,34670.0,34500.0
1711.0,KOSEF 미국S&P500(H),10755.0,5.0,-0.05%,0.0,10760.0,10760.0,10735.0
1712.0,KB FnGuide 언택트 ETN,8600.0,25.0,-0.29%,0.0,8645.0,8645.0,8600.0
1713.0,미래에셋 인버스 에너지화학 Core5 ETN,4280.0,0.0,0.00%,0.0,4280.0,4280.0,4280.0
1714.0,덕성우,6110.0,50.0,+0.83%,500.0,6060.0,6160.0,5970.0
1715.0,일양약품우,19000.0,300.0,-1.55%,2500.0,19420.0,19420.0,18570.0
1716.0,크라운제과우,10920.0,60.0,-0.55%,200.0,10980.0,10990.0,10710.0
1717.0,HANARO KAP초장기국고채,38705.0,170.0,-0.44%,0.0,38710.0,38785.0,38675.0
1718.0,대신 2X 알루미늄 선물 ETN(H),8425.0,15.0,-0.18%,0.0,8390.0,8425.0,8330.0
1719.0,TIGER 우선주,12005.0,160.0,+1.35%,0.0,11860.0,12050.0,11860.0
1720.0,SOL 미국TOP5채권혼합40 Solactive,10480.0,30.0,+0.29%,0.0,10450.0,10480.0,10450.0
1721.0,TIGER 이머징마켓MSCI레버리지(합성 H),7350.0,5.0,+0.07%,0.0,7350.0,7350.0,7300.0
1722.0,KOSEF 블루칩,8335.0,35.0,-0.42%,0.0,8305.0,8345.0,8300.0
1723.0,신한 인버스 은 선물 ETN(H),4165.0,85.0,+2.08%,0.0,4165.0,4190.0,4165.0
1724.0,삼성 KRX 리츠 TOP10 월배당 ETN,8325.0,25.0,+0.30%,0.0,8320.0,8325.0,8250.0
1725.0,ARIRANG 미국S&P500,10375.0,115.0,+1.12%,0.0,10310.0,10390.0,10310.0
1726.0,삼성 코스피 양매도 5% OTM ETN,8270.0,0.0,0.00%,0.0,8270.0,8270.0,8270.0
1727.0,KODEX 한중전기차(합성),11790.0,85.0,+0.73%,0.0,11705.0,11790.0,11700.0
1728.0,신한 인버스 2X Russell 2000 ETN,8240.0,165.0,+2.04%,0.0,8240.0,8240.0,8230.0
1729.0,SOL 한국형글로벌반도체액티브,10560.0,75.0,+0.72%,0.0,10485.0,10560.0,10415.0
1730.0,HANARO 글로벌워터MSCI(합성),10270.0,100.0,+0.98%,0.0,10190.0,10270.0,10190.0
1731.0,ACE 삼성그룹동일가중,16375.0,90.0,-0.55%,0.0,16425.0,16425.0,16360.0
1732.0,ARIRANG 국채선물10년,52440.0,250.0,-0.47%,0.0,53190.0,53190.0,52425.0
1733.0,KOSEF 코스피100,25540.0,40.0,-0.16%,0.0,25590.0,25590.0,25400.0
1734.0,대상홀딩스우,8940.0,130.0,+1.48%,1000.0,8810.0,9040.0,8700.0
1735.0,KODEX 모멘텀Plus,11655.0,205.0,+1.79%,0.0,11515.0,11685.0,11515.0
1736.0,TIGER 금은선물(H),10125.0,80.0,-0.78%,0.0,10185.0,10185.0,10055.0
1737.0,ACE 중국본토CSI300레버리지(합성),3850.0,90.0,+2.39%,0.0,3745.0,3860.0,3745.0
1738.0,에셋플러스 글로벌영에이지액티브,11230.0,70.0,+0.63%,0.0,11170.0,11245.0,11170.0
1739.0,KOSEF 200선물인버스2X,2615.0,5.0,-0.19%,0.0,2630.0,2645.0,2610.0
1740.0,마이다스 KoreaStock중소형액티브,21510.0,105.0,+0.49%,0.0,21405.0,21550.0,21280.0
1741.0,KOSEF 차이나A50커넥트MSCI,9485.0,180.0,+1.93%,0.0,9290.0,9485.0,9290.0
1742.0,ACE 코스피,26760.0,5.0,+0.02%,0.0,26755.0,26760.0,26645.0
1743.0,KODEX 밸류Plus,8915.0,95.0,+1.08%,0.0,8870.0,8935.0,8870.0
1744.0,KOSEF 미국방어배당성장나스닥,13370.0,45.0,+0.34%,0.0,13355.0,13390.0,13325.0
1745.0,KB 레버리지 FANG 플러스 ETN(H),16025.0,95.0,-0.59%,0.0,15900.0,16040.0,15880.0
1746.0,KBSTAR 글로벌수소경제Indxx,8880.0,140.0,+1.60%,0.0,8845.0,8880.0,8830.0
1747.0,TIGER 은행,6525.0,35.0,-0.53%,0.0,6570.0,6595.0,6495.0
1748.0,남선알미우,25850.0,550.0,+2.17%,500.0,26150.0,26150.0,25850.0
1749.0,ACE 미국나스닥100채권혼합액티브,9940.0,75.0,+0.76%,0.0,9910.0,9965.0,9900.0
1750.0,ACE 밸류대형,8835.0,20.0,-0.23%,0.0,8850.0,8850.0,8800.0
1751.0,히어로즈 TDF2050액티브,10595.0,55.0,+0.52%,0.0,10580.0,10620.0,10580.0
1752.0,KOSEF 독일DAX,10580.0,45.0,+0.43%,0.0,10570.0,10625.0,10510.0
1753.0,ACE 미국S&P500채권혼합액티브,9915.0,80.0,+0.81%,0.0,9840.0,9940.0,9840.0
1754.0,KOSEF 200선물레버리지,14945.0,25.0,-0.17%,0.0,15010.0,15010.0,14825.0
1755.0,VITA 밸류알파액티브,10535.0,0.0,0.00%,0.0,10535.0,10560.0,10525.0
1756.0,KB 레버리지 구리 선물 ETN(H),15800.0,530.0,-3.25%,0.0,15980.0,15980.0,15800.0
1757.0,KB 인버스 KOSPI 200 선물 ETN,11285.0,35.0,-0.31%,0.0,11335.0,11335.0,11285.0
1758.0,KB 인버스 2X 금 선물 ETN(H),15795.0,480.0,+3.13%,0.0,15920.0,15970.0,15795.0
1759.0,TIMEFOLIO 미국나스닥100액티브,10665.0,85.0,+0.80%,0.0,10605.0,10670.0,10605.0
1760.0,신한 인버스 다우존스지수 선물 ETN(H),3945.0,10.0,+0.25%,0.0,3940.0,3945.0,3940.0
1761.0,메리츠 국채30년 ETN,7875.0,75.0,-0.94%,0.0,7875.0,7890.0,7870.0
1762.0,ARIRANG Apple채권혼합Fn,10495.0,0.0,0.00%,0.0,10550.0,10550.0,10470.0
1763.0,TIGER 의료기기,15700.0,110.0,-0.70%,0.0,15820.0,15820.0,15560.0
1764.0,메리츠 STAR 50 ETN,7850.0,0.0,0.00%,0.0,7850.0,7850.0,7850.0
1765.0,KODEX MSCI밸류,11205.0,0.0,0.00%,0.0,11205.0,11205.0,11205.0
1766.0,ARIRANG KS로우사이즈가중TR,15625.0,70.0,+0.45%,0.0,15615.0,15625.0,15530.0
1767.0,HANARO Fn K-메타버스MZ,7785.0,65.0,-0.83%,0.0,7830.0,7860.0,7730.0
1768.0,TRUE 베트남 VN30 선물 ETN(H),7780.0,60.0,-0.77%,0.0,7750.0,7795.0,7740.0
1769.0,UNICORN R&D 액티브,11115.0,0.0,0.00%,0.0,11115.0,11115.0,11115.0
1770.0,ACE 스마트밸류,12960.0,35.0,+0.27%,0.0,12925.0,12975.0,12925.0
1771.0,TIGER KTOP30,9145.0,55.0,-0.60%,0.0,9125.0,9185.0,9125.0
1772.0,TIGER 미국S&P500선물인버스(H),3880.0,5.0,+0.13%,0.0,3870.0,3880.0,3870.0
1773.0,대신 S&P WTI원유 선물 ETN,7730.0,35.0,+0.45%,0.0,7725.0,7735.0,7680.0
1774.0,HANARO Fn조선해운,9660.0,125.0,+1.31%,0.0,9605.0,9710.0,9530.0
1775.0,KOSEF 코스닥150선물레버리지,5675.0,10.0,+0.18%,0.0,5670.0,5690.0,5525.0
1776.0,ACE 중국과창판STAR50,8570.0,60.0,+0.71%,0.0,8505.0,8645.0,8505.0
1777.0,KBSTAR KRX300미국달러선물혼합,15370.0,70.0,+0.46%,0.0,15275.0,15435.0,15275.0
1778.0,마이다스 200커버드콜5%OTM,12805.0,40.0,+0.31%,0.0,12780.0,12805.0,12720.0
1779.0,KOSEF 차이나A50커넥트레버리지MSCI(합성H),10240.0,110.0,-1.06%,0.0,10240.0,10240.0,10240.0
1780.0,ACE 코스닥(합성),12780.0,40.0,-0.31%,0.0,12745.0,12845.0,12745.0
1781.0,TIMEFOLIO 미국S&P500액티브,10640.0,185.0,+1.77%,0.0,10600.0,10640.0,10600.0
1782.0,KBSTAR 유로스탁스50(H),11785.0,150.0,+1.29%,0.0,11785.0,11800.0,11680.0
1783.0,SOL 한국형글로벌전기차&2차전지액티브,10330.0,100.0,+0.98%,0.0,10215.0,10335.0,10165.0
1784.0,KBSTAR 주식혼합,38215.0,145.0,-0.38%,0.0,38160.0,38230.0,38125.0
1785.0,KODEX TDF2040액티브,10880.0,70.0,+0.65%,0.0,10860.0,10895.0,10850.0
1786.0,ACE 스마트퀄리티,15230.0,60.0,-0.39%,0.0,15245.0,15245.0,15180.0
1787.0,코리아써키트2우B,9680.0,70.0,-0.72%,500.0,9750.0,9750.0,9550.0
1788.0,SOL KRX기후변화솔루션,12640.0,50.0,+0.40%,0.0,12575.0,12705.0,12525.0
1789.0,삼성 알루미늄 선물 ETN,7580.0,0.0,0.00%,0.0,7580.0,7580.0,7580.0
1790.0,삼성 인버스 2X 금 선물 ETN(H),7555.0,205.0,+2.79%,0.0,7630.0,7680.0,7555.0
1791.0,KBSTAR 미국장기국채선물(H),9425.0,70.0,-0.74%,0.0,9405.0,9425.0,9395.0
1792.0,TIGER 코스피중형주,15075.0,25.0,+0.17%,0.0,15085.0,15115.0,15040.0
1793.0,KBSTAR KRX기후변화솔루션,12550.0,90.0,+0.72%,0.0,12375.0,12595.0,12375.0
1794.0,태영건설우,5770.0,40.0,+0.70%,500.0,5710.0,5770.0,5700.0
1795.0,신한 인버스 2X 은 선물 ETN(H),1495.0,50.0,+3.46%,0.0,1505.0,1525.0,1495.0
1796.0,KBSTAR 200에너지화학,11635.0,20.0,+0.17%,0.0,11640.0,11640.0,11445.0
1797.0,TIGER 코스닥150IT,15500.0,35.0,+0.23%,0.0,15465.0,15500.0,15350.0
1798.0,KBSTAR 미국장기국채선물레버리지(합성 H),7830.0,120.0,-1.51%,0.0,7980.0,7980.0,7790.0
1799.0,히어로즈 TDF2040액티브,10595.0,85.0,+0.81%,0.0,10550.0,10595.0,10550.0
1800.0,QV US 500 ETN(H),10475.0,0.0,0.00%,0.0,10475.0,10475.0,10475.0
1801.0,HANARO Fn K-푸드,9775.0,5.0,+0.05%,0.0,9770.0,9790.0,9735.0
1802.0,ACE 스마트로우볼,14650.0,5.0,+0.03%,0.0,14660.0,14660.0,14640.0
1803.0,히어로즈 TDF2030액티브,10435.0,115.0,+1.11%,0.0,10450.0,10450.0,10420.0
1804.0,KOSEF 차이나내수소비TOP CSI,9720.0,185.0,+1.94%,0.0,9590.0,9730.0,9535.0
1805.0,마이티 코스피100,26025.0,245.0,+0.95%,0.0,25805.0,26025.0,25720.0
1806.0,TIGER MSCI KOREA ESG유니버설,10085.0,20.0,-0.20%,0.0,10085.0,10085.0,10085.0
1807.0,TIGER 경기방어채권혼합,9075.0,25.0,-0.27%,0.0,9100.0,9100.0,9040.0
1808.0,KODEX 한중반도체(합성),12065.0,25.0,+0.21%,0.0,12215.0,12215.0,12065.0
1809.0,KB 인버스 2X KOSPI 200 선물 ETN,14455.0,40.0,+0.28%,0.0,14490.0,14555.0,14410.0
1810.0,KBSTAR 차이나항셍테크,6020.0,165.0,+2.82%,0.0,5870.0,6020.0,5830.0
1811.0,HANARO 미국S&P500,10320.0,135.0,+1.33%,0.0,10285.0,10320.0,10215.0
1812.0,ACE 베트남VN30선물블룸버그레버리지(H),9025.0,55.0,-0.61%,0.0,9195.0,9195.0,8905.0
1813.0,신한 레버리지 10년 국채선물 ETN,10300.0,70.0,-0.68%,0.0,10300.0,10300.0,10300.0
